,id,date_posted,content,user_id,retweet,comment,toxicity,threat,sexually_explicit,profanity,insult,identity_attack,flirtation
24,22493,<built-in method utcnow of type object at 0x10f13d478>,Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees,5,,,0.4514495,0.19127768,0.19033465,0.31331792,0.5040998,0.30118394,0.36238006
25,21628,<built-in method utcnow of type object at 0x10f13d478>,The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.,0,,,0.24095891,0.1952914,0.053593766,0.08904388,0.27595934,0.14094615,0.36389846
26,2266,<built-in method utcnow of type object at 0x10f13d478>,"5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.
#crazycats http://t.co/A5ZBVDXapx",9,,,0.252195,0.24412473,0.2618201,0.26405394,0.26807714,0.19418256,0.43068987
27,4569,<built-in method utcnow of type object at 0x10f13d478>,"@RonnieMack12 dawg, you so trash your momma got charged with littering when she dropped you off for school",0,,,0.8227953,0.4695433,0.27503362,0.64686304,0.8301602,0.28398448,0.28117928
28,15962,<built-in method utcnow of type object at 0x10f13d478>,"RT @KatiePavlich: Now go take out the trash &#8220;@sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;",1,,,0.33782327,0.29945368,0.10974452,0.2753658,0.3724165,0.20019722,0.44271788
29,4337,<built-in method utcnow of type object at 0x10f13d478>,@OlTimeBaseball @Yankees @PaulONeillYES that matters ?,0,,,0.1143995,0.048074804,0.08117088,0.15121688,0.11628068,0.13108137,0.2818369
30,18787,<built-in method utcnow of type object at 0x10f13d478>,"RT @collegefession: ""My first adult decision i made in college was to buy a guinea pig #NoRagrets #AlsoNoBeerMoney"" - University if Iowa",0,,,0.17932677,0.12198323,0.080023706,0.16768844,0.19043575,0.09422132,0.31984344
31,3980,<built-in method utcnow of type object at 0x10f13d478>,"@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.",9,,,0.18248248,0.21228912,0.28108653,0.20002715,0.12727693,0.08824857,0.67958266
32,18913,<built-in method utcnow of type object at 0x10f13d478>,RT @downswinging: brendon urie must make other boys feel like trash,7,,,0.5795063,0.34845942,0.3924915,0.56399953,0.58228993,0.27079067,0.536569
33,6586,<built-in method utcnow of type object at 0x10f13d478>,"@littlelouie33 eh, take off hoser.",7,,,0.1503457,0.27432284,0.19720395,0.16259791,0.110100955,0.05588041,0.4704004
34,7585,<built-in method utcnow of type object at 0x10f13d478>,All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.,5,,,0.5940546,0.55734754,0.4165938,0.42535362,0.56621456,0.74584496,0.59248525
35,5249,<built-in method utcnow of type object at 0x10f13d478>,@ZP3_ the little girl Tom Sawyer gets trapped in the cave along with Injun Joe and almost die. injun Joe dies and they find his treasure,8,,,0.4032673,0.7906256,0.15378381,0.18446025,0.24157153,0.28876394,0.42953393
36,13640,<built-in method utcnow of type object at 0x10f13d478>,"One more of tonight's dog walk sunset. AKA, invisible bird on a wire. #sunset #invisiblebird #wires http://t.co/ilTShXLYjd",2,,,0.1411566,0.29264435,0.12366085,0.14134783,0.1282358,0.1851603,0.50397754
37,18159,<built-in method utcnow of type object at 0x10f13d478>,RT @Yankees: Show your support during #FleetWeekNYC with #troopthanks. You could be on the @BofA_Community billboard in Times Sq! http://t.&#8230;,6,,,0.15468225,0.38525432,0.1679803,0.18419427,0.15603088,0.22882158,0.53301394
38,8912,<built-in method utcnow of type object at 0x10f13d478>,Early bird catches the worm &#128074;,9,,,0.38173005,0.05183227,0.03356812,0.19841684,0.4458113,0.08733705,0.23451836
39,21920,<built-in method utcnow of type object at 0x10f13d478>,"This Isn't Murica, Charlie Brown. #rejectedpeanutsspecials",7,,,0.15848807,0.0813962,0.14892124,0.10528154,0.17446418,0.13854767,0.36092827
40,19187,<built-in method utcnow of type object at 0x10f13d478>,RT @iMDatDudeFish: &#128514;&#128514;&#128514;&#128514; RT @VivaLaKash: #ThotGoals .. RT @LessonswithKate: I wanna learn how to jigg really good so I can be in the circle.,4,,,0.15089859,0.23878165,0.14977935,0.2016165,0.16263406,0.18990266,0.55299777
41,725,<built-in method utcnow of type object at 0x10f13d478>,#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;,4,,,0.17530946,0.12924539,0.15984227,0.09945958,0.17560723,0.21401727,0.41773462
42,13711,<built-in method utcnow of type object at 0x10f13d478>,Or I'm vibing and they ask to see the aux cord knowing they bout to play some trash &#128530;,1,,,0.41183752,0.25822347,0.0692973,0.2201232,0.5195539,0.17191605,0.4049877
43,20100,<built-in method utcnow of type object at 0x10f13d478>,RT @taylorcaniff: I'm having a date at Yankee Field then getting kiss cam.. #bucketlist,6,,,0.2947469,0.09669833,0.4402232,0.23982778,0.20318614,0.18187527,0.7784964
44,5896,<built-in method utcnow of type object at 0x10f13d478>,@eGoTheIcoN everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I don't think u should say they're trash.,7,,,0.6364068,0.12879416,0.05802275,0.38159844,0.734651,0.2697132,0.2459027
45,10650,<built-in method utcnow of type object at 0x10f13d478>,I learnt about birds as a child. Best time to learn @BBCRadio2,4,,,0.24417004,0.3005529,0.2714695,0.2933555,0.18767862,0.15214452,0.34740174
46,6062,<built-in method utcnow of type object at 0x10f13d478>,"@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him",1,,,0.63824457,0.25042307,0.16108517,0.41961947,0.69947296,0.68798816,0.32161054
47,1068,<built-in method utcnow of type object at 0x10f13d478>,&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http://t.co/b4i8EiMux2,2,,,0.0985799,0.23245731,0.092397325,0.12971026,0.057410296,0.12278884,0.46621704
48,783,<built-in method utcnow of type object at 0x10f13d478>,#TRUTH RT @notashley: David is the Charlie Brown of #Scandal,5,,,0.15109389,0.113894515,0.11324598,0.20222999,0.15542875,0.098312914,0.33525938
49,7881,<built-in method utcnow of type object at 0x10f13d478>,"BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers.",8,,,0.5154597,0.09873513,0.08054899,0.28363502,0.62715906,0.40737858,0.33882472
50,19987,<built-in method utcnow of type object at 0x10f13d478>,RT @scottiken: It's settled. The Ding Dong is far superior than the Twinkie.,6,,,0.31089434,0.089807324,0.22030513,0.24523212,0.30418807,0.118988134,0.40541676
51,1353,<built-in method utcnow of type object at 0x10f13d478>,&#8220;@KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow,3,,,0.6320848,0.51757246,0.8354088,0.6212252,0.5282857,0.40528175,0.6014389
52,22155,<built-in method utcnow of type object at 0x10f13d478>,This waiting thing is for the birds...,5,,,0.063508146,0.04807968,0.035508733,0.017860409,0.037873395,0.017426198,0.27772963
53,2538,<built-in method utcnow of type object at 0x10f13d478>,@BaconParadox for two year old Oreos?-_-,3,,,0.15164173,0.12018458,0.09513295,0.09972216,0.14684643,0.11343278,0.2838493
54,17157,<built-in method utcnow of type object at 0x10f13d478>,RT @SC4K: Getting ready for the annual heart and sole luncheon @RenHotels #cle with @EricGordon_CEO http://t.co/UJ721FmsXB,2,,,0.15129146,0.3376097,0.19779924,0.23817892,0.13433066,0.14176297,0.51851153
55,21290,<built-in method utcnow of type object at 0x10f13d478>,Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,9,,,0.44781548,0.07915885,0.07810754,0.1955423,0.56879187,0.14307596,0.33207735
56,22482,<built-in method utcnow of type object at 0x10f13d478>,WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG,3,,,0.18714352,0.17250429,0.12955761,0.10653414,0.18069242,0.38856176,0.35229805
57,21246,<built-in method utcnow of type object at 0x10f13d478>,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1",9,,,0.1403827,0.32198516,0.12791947,0.105361596,0.103908494,0.07816369,0.6722175
58,5722,<built-in method utcnow of type object at 0x10f13d478>,@charliesheen Charlie PLEASE STOP. from 1 ole fart 2 another...,0,,,0.40319163,0.2226507,0.11783231,0.31359604,0.3720764,0.16973487,0.36832446
59,7947,<built-in method utcnow of type object at 0x10f13d478>,Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.,2,,,0.10292414,0.08615291,0.04619728,0.08378159,0.07745176,0.13663712,0.24032296
60,18523,<built-in method utcnow of type object at 0x10f13d478>,RT @ahmiryoung Lakers on....I thought trash day was Monday,9,,,0.45220646,0.240324,0.09655617,0.33788937,0.41343927,0.11669927,0.3156819
61,16321,<built-in method utcnow of type object at 0x10f13d478>,"RT @Lysettemariee: Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;",6,,,0.794439,0.11786158,0.07793876,0.61951876,0.882018,0.28510168,0.33324775
62,21394,<built-in method utcnow of type object at 0x10f13d478>,That front flip was trash. That's how I front flip into the swimming pool and land on my back every time.,7,,,0.49804455,0.1158394,0.13507934,0.43670538,0.49486938,0.12893626,0.32992503
63,11537,<built-in method utcnow of type object at 0x10f13d478>,If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,6,,,0.116398916,0.11462219,0.08280902,0.070562385,0.09936174,0.08487818,0.6128416
64,4301,<built-in method utcnow of type object at 0x10f13d478>,@Notsosweetpea SOO when we hanging out and makin brownies!!,1,,,0.24781463,0.6063059,0.09249512,0.14390834,0.16704719,0.29237208,0.41585872
65,12074,<built-in method utcnow of type object at 0x10f13d478>,Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t,4,,,0.14929414,0.24209888,0.14733343,0.14401814,0.11225297,0.20699634,0.428901
66,14935,<built-in method utcnow of type object at 0x10f13d478>,RT @DariusJulion: that movie was trash,9,,,0.67456734,0.15416959,0.13508189,0.692476,0.660731,0.1790309,0.31816304
67,22927,<built-in method utcnow of type object at 0x10f13d478>,Will Hillary &#8216;dodo-bird&#8217; Be Dems 2016 Candidate To Take Over Obama's Job As US Prez? DoG http://t.co/wFlZyXmVk6 via @worldnetdaily,3,,,0.107520595,0.1468754,0.053079925,0.09406262,0.12942316,0.10269241,0.33521512
68,18944,<built-in method utcnow of type object at 0x10f13d478>,"RT @eanahS__: @1inkkofrosess lol my credit ain't no where near good , but I know the right man for the job .. that ho nice though!",0,,,0.25864175,0.12803444,0.14852193,0.30883425,0.2358193,0.1478802,0.5059434
69,1765,<built-in method utcnow of type object at 0x10f13d478>,&#8220;@fatbellybella: I know u didnt hit that jigga with my fav purse. .. @solangeknowles&#8221;--no chill! &#128514;&#128514;,8,,,0.10715024,0.25999647,0.06767296,0.077891156,0.103125975,0.12087201,0.46103236
70,1965,<built-in method utcnow of type object at 0x10f13d478>,&#8220;@zt0mm: Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$&#8221;,3,,,0.09550104,0.13273615,0.08160743,0.06738105,0.09036385,0.07879791,0.4066309
71,19354,<built-in method utcnow of type object at 0x10f13d478>,RT @jesscorsonCLE: Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats &amp; birds. Thanks! #CLEpets #neo #clevelan&#8230;,3,,,0.1515246,0.2314866,0.12158537,0.1905283,0.14125977,0.18541363,0.43287653
72,17257,<built-in method utcnow of type object at 0x10f13d478>,RT @SexyKarenFisher: Oh it's Saturday funny time! You better redneck necognize! http://t.co/qc4mgs3ejp,2,,,0.3844205,0.35462737,0.5681099,0.40445852,0.3046243,0.40605766,0.8046971
73,21335,<built-in method utcnow of type object at 0x10f13d478>,Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,7,,,0.19112834,0.23038429,0.1853395,0.20570096,0.16061586,0.23189822,0.46029353
74,11517,<built-in method utcnow of type object at 0x10f13d478>,"If Temple beats Rutgers today, I will be a happy clam.",7,,,0.08354957,0.3378682,0.039569784,0.038892344,0.03312027,0.08675996,0.2700663
75,22558,<built-in method utcnow of type object at 0x10f13d478>,Well Jenna's getting a yellow lab so I know where ill be whenever I'm home,4,,,0.13634902,0.0935244,0.08491842,0.093177214,0.1136981,0.16480532,0.21475665
76,22727,<built-in method utcnow of type object at 0x10f13d478>,"When people really think I'm Asian I get offended,
Even though I make fun of my gook self",7,,,0.95493245,0.57885456,0.14194012,0.50908417,0.5914687,0.96805567,0.4074075
77,14547,<built-in method utcnow of type object at 0x10f13d478>,"RT @BuzzFeed: A photographer hid in a trash can to get these adorable engagement photos
http://t.co/75ZOvJEwYh http://t.co/F3VAUX9STw",3,,,0.27329955,0.16784018,0.09786345,0.26116392,0.31353557,0.13599738,0.47065794
78,3519,<built-in method utcnow of type object at 0x10f13d478>,@Ish_MallyMal @JayJuice22 all trash to me,7,,,0.51001483,0.3092641,0.20506947,0.46282697,0.48544705,0.16492103,0.42436466
79,6165,<built-in method utcnow of type object at 0x10f13d478>,@imdevincarlson trash*,7,,,0.6050555,0.28613007,0.23809929,0.61972654,0.6494308,0.2542389,0.29610133
80,6944,<built-in method utcnow of type object at 0x10f13d478>,@ronniecaine so 'how bout now' was just trash huh.,7,,,0.48563263,0.15889636,0.05406147,0.24485803,0.5680958,0.13687304,0.34044257
81,11005,<built-in method utcnow of type object at 0x10f13d478>,"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG",6,,,0.06987693,0.13870868,0.15606743,0.08109174,0.026347252,0.06440093,0.36784714
82,12703,<built-in method utcnow of type object at 0x10f13d478>,Magellan? You suck at trash talk. @physguy2 @submix8c,6,,,0.90172523,0.12491414,0.5671994,0.83350897,0.895227,0.3112876,0.2366661
83,2585,<built-in method utcnow of type object at 0x10f13d478>,@BettinaVLA @9975Ts @SenWarren She's just another straight-up conscienceless liar. Soulless criminal trash.,3,,,0.85349864,0.15804891,0.13545354,0.41690105,0.93081045,0.40093738,0.29904768
84,19890,<built-in method utcnow of type object at 0x10f13d478>,"RT @rappersaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" http:/&#8230;",7,,,0.15253924,0.21627778,0.16880545,0.1959057,0.13659333,0.09676428,0.42574236
85,14479,<built-in method utcnow of type object at 0x10f13d478>,RT @BriannDominguez: Gasoline - daddy Yankee &#128175;&#128076;,1,,,0.14093971,0.15903911,0.14296907,0.17154992,0.14374164,0.24316466,0.53055173
86,8908,<built-in method utcnow of type object at 0x10f13d478>,EXPOSED: Jihadi kidnap and murder handbook... and plan to infiltrate British Army and police http://t.co/gkP1vG6Pnw via @wordpressdotcom,0,,,0.4327206,0.81041044,0.2783497,0.3599062,0.3159224,0.56863683,0.44972777
87,17927,<built-in method utcnow of type object at 0x10f13d478>,RT @UberFacts: The strings attached to boxes of animal crackers were originally put there so that the box could be hung from Christmas tree&#8230;,3,,,0.3122093,0.68311834,0.17223099,0.31304854,0.20528875,0.30857003,0.45762014
88,3796,<built-in method utcnow of type object at 0x10f13d478>,@KenSuttling Not taking Franks advice and he ate the yellow snow.,3,,,0.03349043,0.018909186,0.018016415,0.015673166,0.018051442,0.00476465,0.18746978
89,19082,<built-in method utcnow of type object at 0x10f13d478>,"RT @hawkblogger: The AFC was trash last season, especially the AFC South. Jags could make a playoff push if they have a great draft. Not jo&#8230;",1,,,0.3783603,0.21401398,0.05469835,0.26065984,0.46099117,0.17666745,0.38698047
90,14544,<built-in method utcnow of type object at 0x10f13d478>,RT @BurgerKing: Chicken Fries. @Oreo Shake. Perfection. http://t.co/PdiGLRbhJZ,5,,,0.16602103,0.21794762,0.14104488,0.18753992,0.155858,0.10667489,0.4081329
91,3922,<built-in method utcnow of type object at 0x10f13d478>,@LilBTheBiggsGod @Abbey_Kirkland two birds with one stone Biggs.,8,,,0.123297155,0.17215472,0.051006023,0.07595752,0.11025048,0.07154999,0.27782267
92,22888,<built-in method utcnow of type object at 0x10f13d478>,Why is all these artist and new ones making so much trash?,0,,,0.6751291,0.11959617,0.07132862,0.31062716,0.797716,0.19071826,0.3652747
93,6289,<built-in method utcnow of type object at 0x10f13d478>,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.,7,,,0.24013843,0.16678174,0.14815396,0.14952494,0.2766801,0.16182378,0.42330316
94,8834,<built-in method utcnow of type object at 0x10f13d478>,Done for the Yankees,2,,,0.10543398,0.10528075,0.022876423,0.04176313,0.08446104,0.15345457,0.23295708
95,21479,<built-in method utcnow of type object at 0x10f13d478>,"The ""Yanks"" Are Coming: From Disparagement to Pride http://t.co/HoELpcbBg6",4,,,0.16037852,0.25666264,0.18887295,0.16917294,0.20666656,0.22464055,0.5082608
96,10145,<built-in method utcnow of type object at 0x10f13d478>,I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &#128557;&#128557;&#128557;&#128557;,0,,,0.15232597,0.16755746,0.101710364,0.075305074,0.1708249,0.12644619,0.52312464
97,2189,<built-in method utcnow of type object at 0x10f13d478>,.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!,3,,,0.11844079,0.09408565,0.07052216,0.080851756,0.14545819,0.04666308,0.5291234
98,19389,<built-in method utcnow of type object at 0x10f13d478>,RT @juicygenie: Sheryl crow be my mom,2,,,0.5154597,0.37065038,0.6519315,0.5090362,0.29718062,0.1847064,0.7424179
99,11888,<built-in method utcnow of type object at 0x10f13d478>,It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt,0,,,0.7442072,0.6120614,0.5701531,0.5617082,0.7255873,0.85796803,0.5379341
100,20648,<built-in method utcnow of type object at 0x10f13d478>,Seaside smell like stank ass pussy bruh&#128514;&#128514;,3,,,0.9498518,0.47801325,0.97458434,0.9469923,0.80613285,0.5171228,0.7784964
101,18951,<built-in method utcnow of type object at 0x10f13d478>,RT @eeerik23: Jimmy Graham is one ugly son of a bitch,8,,,0.9897058,0.32413724,0.56913745,0.9778929,0.98467875,0.6417149,0.25236988
102,17117,<built-in method utcnow of type object at 0x10f13d478>,RT @RnadJorell: &#8220;@_KudaBrazyy: @RnadJorell Knocked that bitch soul out her body lol&#8221; aha bruh cocked back an fired on that bitch,7,,,0.9156528,0.72128236,0.68291956,0.91128254,0.90914893,0.62586033,0.67288864
103,23862,<built-in method utcnow of type object at 0x10f13d478>,gonna have them pussies mix up some concrete today. teach them to pose like me. I am a badass motherfucker. and I will let you be too (:,0,,,0.9328738,0.6495697,0.97089285,0.9535044,0.8301602,0.5088487,0.8993416
104,8350,<built-in method utcnow of type object at 0x10f13d478>,Can't neva be a sucka for no bitch.. That ain't me,2,,,0.9480856,0.21527575,0.6828333,0.96747196,0.9207717,0.5416153,0.4100302
105,5478,<built-in method utcnow of type object at 0x10f13d478>,"@ajbruno14 @JamesOKeefeIII @jdhayworth nope, it's a term used to mock teabagger scum like all three of you. Better luck next time, pal.",2,,,0.8040513,0.28702053,0.22403185,0.69309914,0.88075686,0.33716705,0.40912828
106,9624,<built-in method utcnow of type object at 0x10f13d478>,Haha macklemoore was just on my ferry boat bitches. That black caddy !,1,,,0.9326796,0.25558075,0.5698198,0.9484297,0.9073892,0.8796109,0.35556358
107,21422,<built-in method utcnow of type object at 0x10f13d478>,That pussy best be shaved for the holidays!,7,,,0.91267276,0.36294028,0.97458434,0.9345666,0.4568761,0.244794,0.94505495
108,22753,<built-in method utcnow of type object at 0x10f13d478>,When you gotta boomin ass voice all you have to do is look at bitches and scream NOW. Den ya in da pussy,1,,,0.9481364,0.5059539,0.9731507,0.9565968,0.88561946,0.68621224,0.7784964
109,296,<built-in method utcnow of type object at 0x10f13d478>,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",1,,,0.91260827,0.27229887,0.49531406,0.93690646,0.9091764,0.74358076,0.285455
110,12719,<built-in method utcnow of type object at 0x10f13d478>,Man I do have hoes and they are all in the same location &#128589;,7,,,0.19304283,0.14032978,0.19880514,0.20191117,0.20677887,0.19291548,0.36252075
111,23150,<built-in method utcnow of type object at 0x10f13d478>,Yeen never seen a fat nigga on a molly bitch imma hurt somethin,9,,,0.94992846,0.4284931,0.531712,0.9505104,0.9463477,0.95402986,0.3291365
112,7242,<built-in method utcnow of type object at 0x10f13d478>,@usweekly that old cunt needs to sit down,3,,,0.8895116,0.6154808,0.94372267,0.92678523,0.70199466,0.34466428,0.6762738
113,5584,<built-in method utcnow of type object at 0x10f13d478>,@badnewsbridget lol fag,5,,,0.89406556,0.2909761,0.46120498,0.8997104,0.895227,0.9092326,0.28260943
114,20418,<built-in method utcnow of type object at 0x10f13d478>,"RT @yummy_pearl4: ""You put my number on blocklist? How can I stop this??? Convert them mfs. I'll make all them hoes topless."" &#128548;&#128298;",2,,,0.54265964,0.63417184,0.7407407,0.53323483,0.363488,0.25765413,0.7784964
115,17750,<built-in method utcnow of type object at 0x10f13d478>,"RT @TheeGreekGod: Girl: I know you got hoes 

Me: http://t.co/qNa9ogveWW",4,,,0.3845968,0.25675836,0.54284894,0.4383549,0.27412003,0.24658914,0.67499346
116,16576,<built-in method utcnow of type object at 0x10f13d478>,"RT @MyThoughts_0: Shout out to the bitches thinking their boyfriend is loyal because every time you check their phone it says ""0 inbox, ...",9,,,0.8606264,0.1324604,0.38424766,0.88753396,0.8898768,0.44743818,0.3870143
117,19103,<built-in method utcnow of type object at 0x10f13d478>,RT @hodgeasia: All the bitches who called me a hoe in high school got like 2-3 kids now..,4,,,0.9480856,0.25114018,0.48872253,0.95655006,0.9457711,0.6388896,0.4383103
118,24042,<built-in method utcnow of type object at 0x10f13d478>,if anyone reviews a 5 game loan player you are a cunt shouldnt be doing 5 game reviews especially at the start of FIFA,0,,,0.93232936,0.26930684,0.8434403,0.92543536,0.9091764,0.31389418,0.34664848
